linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
92800300,eliminacion_chino,caracteres_no_chinos: {'.'},35. 医疗保险计划是联合国、开发计划署、联合国难民事务高级专员办事处 （难民专员办事处）和儿童基金会在指定工作地点为当地征聘的一般工作人员、本国专业干事、前工作人员及其合格家属办理的医疗和牙医保险。,,,,,
92818194,eliminacion_chino,caracteres_no_chinos: {'.'},3. 缔约国应考虑实施适当和切实可行的措施，以便要求包括汇款机构在内的金融机构：,,,,,
92829607,eliminacion_chino,caracteres_no_chinos: {'.'},4. 咨询委员会认为，目前这个预算文件的编排方式很不便于看阅，影响到对概算进行正确的分析。,,,,,
92889601,eliminacion_chino,caracteres_no_chinos: {'.'},在面对一个月在他的.。,,,,,
92921650,eliminacion_chino,caracteres_no_chinos: {'.'},P. 该. 箱 1104,,,,,
92934778,eliminacion_chino,"caracteres_no_chinos: {','}","391,133,035人已注册， 现有1,564,226人在线！",,,,,
93043943,eliminacion_chino,caracteres_no_chinos: {'.'},我们的专家乐于回答您的问题.。,,,,,
93151586,eliminacion_chino,caracteres_no_chinos: {'.'},光辉国际的研究表明，具备高水平员工敬业度和组织支持度的公司比低水平公司的收入增长高4.5倍。,,,,,
93178366,eliminacion_chino,caracteres_no_chinos: {'.'},阅读评论， 博士. 活塞有一些非常有效和重要的点和建议.。,,,,,
93217051,eliminacion_chino,"caracteres_no_chinos: {'-', '.'}",大华提出新的相机 A82A-4K 和 HDCVI 录音机 4.0 向上 16 渠道,,,,,
93235963,eliminacion_chino,caracteres_no_chinos: {'.'},我们收集您提供给我们的信息. 例如， 当您注册一个帐户， 或者当您订阅的电子邮件服务. 当你这样做， 我们可能会问个人信息， 像你的名字， 电子邮件地址， 电话号码或信用卡.。,,,,,
93311430,eliminacion_chino,"caracteres_no_chinos: {',', '.'}","3. 在 6 月 2011, 弗雷克斯叙述历史频道的纪录片李和格兰特.。",,,,,
93569084,eliminacion_chino,"caracteres_no_chinos: {'-', '.'}",花安道尔-花店，提供同样的天花交付在安道尔. 我们利用一个广泛的网络的地方安道尔花店和有你的花朵鲜花交付的安道尔.。,,,,,
93656794,eliminacion_chino,"caracteres_no_chinos: {','}","温图拉双塔（Ventura Corporate Towers）是由两幢塔楼组成的世界级商业综合楼，可出租总面积1,076,391平方英尺（10万平方米），位于里约热内卢美丽的市中心商业区核心地带。",,,,,
93681318,eliminacion_chino,caracteres_no_chinos: {'.'},通过比较不同的引出线的 RPI 的两个版本.。,,,,,
93713330,eliminacion_chino,caracteres_no_chinos: {'.'},18周岁以下人士禁止浏览www.redzonecams.com或在此表演。,,,,,
93736390,eliminacion_chino,caracteres_no_chinos: {'.'},虽已年过柜台， 或OTC， 感冒药不能治愈你的感冒， 他们可以对付感冒更舒适， 在你让它运行其课程. 在本指南， 我们将涵盖一些少数的药物，可以帮助治疗成人感冒症状.。,,,,,
93776870,eliminacion_chino,caracteres_no_chinos: {'.'},研究采用控制的策略和解决方案，以解决困难.。,,,,,
93795833,eliminacion_chino,caracteres_no_chinos: {'#'},每个程序的工作方式都不同， 和删除水印的步骤将_#8217；不是完全相同，每个程序， 但这里#8217；这是这样做的基本轮廓：,,,,,
93808616,eliminacion_chino,caracteres_no_chinos: {'.'},只需建立一个新的iCloud的代码是不会解决任何问题，但尚留有一件事. 恢复安全代码后， 你有文件和数据从您的iCloud帐户回迁. 您可以继续以恢复数据的这个任务 iMyFone D 背.。,,,,,
93868939,eliminacion_chino,caracteres_no_chinos: {'.'},下载完整的媒体资料包（.pdf）,,,,,
94067107,eliminacion_chino,caracteres_no_chinos: {'.'},它位于多伦多，附近有央街和加拿大国家电视塔. 酒店距离城市中心大概5公里。,,,,,
94095775,eliminacion_chino,caracteres_no_chinos: {'-'},Central Passage Budapest Apartments公寓酒店位于布达佩斯（Budapest）的中心地带，坐落在迪克广场（Deak Square）和安得西大道（Andrassy Bou...,,,,,
94121004,eliminacion_chino,caracteres_no_chinos: {'-'},4- 妇女章,,,,,
1829387,eliminacion_score_automatico,score_total: 14.07 (threshold_automatico: 14.63),,2.5,sem:14.4 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,"No ens hem d'avergonyir de celebrar una victòria, ...",庆祝胜利并不羞耻–直到他走得太远。
2269000,eliminacion_score_automatico,score_total: 14.58 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Les amenaces als treballadors existents no provene...,对现有工人的威胁不仅来自于与自动化相关的失业。
2502739,eliminacion_score_automatico,score_total: 14.19 (threshold_automatico: 14.63),,2.5,sem:15.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Com demanar al teu diputat que doni suport a un re...,如何要求你的国会议员支持就同性婚姻举行公投
2854265,eliminacion_score_automatico,score_total: 14.60 (threshold_automatico: 14.63),,2.5,sem:14.7 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,La classificació de la velocitat de la targeta de ...,记忆卡的速度等级也是你需要考虑的另一个特点，购买高速卡只需要当您使用的是一名职业模特。
10057059,eliminacion_score_automatico,score_total: 5.73 (threshold_automatico: 14.63),,2.5,sem:13.8 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,El compromís de Takeda amb les vacunes,关于武田对疫苗的承诺
12578594,eliminacion_score_automatico,score_total: 9.80 (threshold_automatico: 14.63),,2.5,sem:14.7 len:6.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,Dos milions d'anys d'antiguitat als nuclis de gel ...,200万年前的冰芯首次提供了对古代气候的直接观测
15297636,eliminacion_score_automatico,score_total: 14.18 (threshold_automatico: 14.63),,2.5,sem:14.8 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,"En els darrers mesos, la policia de Vancouver ha e...",近年来，温哥华警方对市区东部犯罪率上升表示担忧。
15591443,eliminacion_score_automatico,score_total: 13.28 (threshold_automatico: 14.63),,2.5,sem:15.1 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,- Els hotels de la península es converteixen en la...,半岛酒店成为全球首家全五星级酒店公司
17257513,eliminacion_score_automatico,score_total: 4.85 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Un tradicional Dia d'Acció de Gràcies xinès,中国传统的感恩节
17380673,eliminacion_score_automatico,score_total: 14.07 (threshold_automatico: 14.63),,2.5,sem:14.4 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Hem de verificar que Corea del Nord ha interromput...,首先，我们必须核实朝鲜已停止发展核和洲际弹道导弹技术。
17718759,eliminacion_score_automatico,score_total: 14.37 (threshold_automatico: 14.63),,2.5,sem:16.2 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,El resultat del contracte de construcció no es pot...,在建造合同的结果不能可靠估
18994449,eliminacion_score_automatico,score_total: 13.21 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,- Disputa de responsabilitat sobre productes de co...,网络购物产品责任纠纷；
19507566,eliminacion_score_automatico,score_total: 7.99 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:15.0,num:10.0 maq:10.0 ent:2.0,Capítol 35: Els caçadors es converteixen en els pe...,第35章猎物变猎手
21131993,eliminacion_score_automatico,score_total: 14.44 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"De la mateixa manera, és clar, aquestes coses podr...",当然，这种器材也可以干扰。
21560247,eliminacion_score_automatico,score_total: 13.91 (threshold_automatico: 14.63),,2.5,sem:13.9 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,"No obstant això, per un sentit different de la vis...",然而，除了视觉皮平认为甘道夫有更大的权力和更深的智慧，含蓄和威严。
22644466,eliminacion_score_automatico,score_total: 14.01 (threshold_automatico: 14.63),,2.5,sem:14.2 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Utilitzant les vostres projeccions per conèixer le...,通过使用您对全年平均房价和入住率的预测，您可以预测各种收入来源的销售情况，包括食品和饮料。
23711376,eliminacion_score_automatico,score_total: 6.05 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,"Recordeu, però, que la targeta sanitària europea n...",请注意，欧洲医疗保险卡无法替代旅行保险。
23872550,eliminacion_score_automatico,score_total: 14.37 (threshold_automatico: 14.63),,2.5,sem:12.9 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"Després de ser rescatat, el veritable Moody es va ...",被解救后，穆迪成了第二次凤凰社的成员。
24756129,eliminacion_score_automatico,score_total: 8.16 (threshold_automatico: 14.63),,2.5,sem:11.7 len:6.0 div:15.0 hsk:15.0,num:0.0 maq:10.0 ent:2.0,Capítol 1: El Teatre Mortal,第一章僵化剧场
25335748,eliminacion_score_automatico,score_total: 7.75 (threshold_automatico: 14.63),,2.5,sem:15.2 len:6.0 div:7.0 hsk:20.0,num:0.0 maq:7.0 ent:4.0,La Fundació Valmet i la Infància i la Joventut lla...,ValmetandChildrenandYouthFoundationlaunchauniqueso...
25493348,eliminacion_score_automatico,score_total: 14.32 (threshold_automatico: 14.63),,2.5,sem:16.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"De tornada a la normalitat, si us plau.",回到常规，请。
26727566,eliminacion_score_automatico,score_total: 14.11 (threshold_automatico: 14.63),,2.5,sem:15.4 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Gestionar les relacions de marca,品牌关系管理
28758769,eliminacion_score_automatico,score_total: 14.60 (threshold_automatico: 14.63),,2.5,sem:13.7 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,El cuc de l'arrel del blat de moro també infligeix...,农田害鼠每年对农作物也造成了大量损失。
28854771,eliminacion_score_automatico,score_total: 10.36 (threshold_automatico: 14.63),,2.5,sem:16.2 len:0.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:8.0,Després de la ruptura d'un matrimoni...,婚姻破裂后……
28885202,eliminacion_score_automatico,score_total: 11.76 (threshold_automatico: 14.63),,2.5,sem:13.9 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:8.0,Aprovació urbanística,镇规划审批
32336223,eliminacion_score_automatico,score_total: 5.54 (threshold_automatico: 14.63),,2.5,sem:12.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Els núvols de Namíbia podrien ajudar a resoldre el...,纳米比亚云或能解答全球变暖谜题
33007989,eliminacion_score_automatico,score_total: 4.64 (threshold_automatico: 14.63),,2.5,sem:14.1 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:2.0,(b) Prestacions per incapacitat infantil.,（二）残疾子女补助。
33648546,eliminacion_score_automatico,score_total: 14.19 (threshold_automatico: 14.63),,2.5,sem:15.1 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:2.0,Ciutat de client,城市客户
34128335,eliminacion_score_automatico,score_total: 7.00 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,"Tot i això, molts joves es van unir a les proteste...",但许多年轻人都加入了7月的抗议活动，一些人甚至是从周边城镇赶来的。
34962989,eliminacion_score_automatico,score_total: 6.97 (threshold_automatico: 14.63),,2.5,sem:14.9 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Tres grans focus de la competició mundial de ciènc...,全球科技竞争三大焦点
35781244,eliminacion_score_automatico,score_total: -8.88 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:15.0 hsk:0.0,num:8.0 maq:8.0 ent:2.0,La tragèdia d'una mare,母的悲剧
36074597,eliminacion_score_automatico,score_total: 13.80 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Una ambulància equipada amb un laboratori especial...,与此同时，配备了一个输血专用实验室和数千个输血袋的救护车被捐赠给慈善基金会哈姆扎德。
37098668,eliminacion_score_automatico,score_total: 6.09 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:15.0,num:0.0 maq:10.0 ent:2.0,Quatre ferits després de l'explosió i l'esfondrame...,4人在爆炸后受伤，英国莱斯特大楼
37463418,eliminacion_score_automatico,score_total: 14.60 (threshold_automatico: 14.63),,2.5,sem:13.7 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,El seu cervell no es desenvolupava normalment.,大脑从不正常发育。
37995327,eliminacion_score_automatico,score_total: 9.96 (threshold_automatico: 14.63),,2.5,sem:10.7 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:7.0 ent:2.0,El secret dels seus ulls,[电影评论好片推荐]谜样的双眼（TheSecretinTheirEyes）
39211225,eliminacion_score_automatico,score_total: 13.23 (threshold_automatico: 14.63),,2.5,sem:15.1 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Podeu utilitzar màscares per als ulls i taps per a...,耳塞和眼罩能够帮助你入睡。
39467881,eliminacion_score_automatico,score_total: 14.22 (threshold_automatico: 14.63),,2.5,sem:13.4 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Tot i que les autoritats de Lhasa volguessin fer t...,虽然当局想尽力去体现拉萨人民对火炬到来的热烈欢迎景象，但即使是使用了拍摄技巧的电视转播里依然可以看见...
39733501,eliminacion_score_automatico,score_total: 14.02 (threshold_automatico: 14.63),,2.5,sem:12.1 len:6.0 div:15.0 hsk:20.0,num:0.0 maq:7.0 ent:2.0,"Divendres, la CNBC va informar que l'avaluació pod...",而9月15日，CNBC报道其估值已或低于150亿美元。
41230991,eliminacion_score_automatico,score_total: 14.26 (threshold_automatico: 14.63),,2.5,sem:13.5 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Cada país que voreja el Mar de l'Est té plens pode...,东海沿海国有权决定是否允许其他国家开采自己海域的自然资源。
41998029,eliminacion_score_automatico,score_total: 6.61 (threshold_automatico: 14.63),,2.5,sem:17.0 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,Les 4 habilitats més importants per a un desenvolu...,软件开发者最重要的四大技能
42852789,eliminacion_score_automatico,score_total: 11.60 (threshold_automatico: 14.63),,2.5,sem:11.3 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Tots es refereixen a fenòmens que ocorren a l'atmo...,这些指的都是在雷暴附近区域的上空中产生的现象。
42944265,eliminacion_score_automatico,score_total: 14.19 (threshold_automatico: 14.63),,2.5,sem:15.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,"Per example, la freqüència és la",例如频率为
43480877,eliminacion_score_automatico,score_total: 6.54 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,Aquesta Convenció estarà subjecta a la ratificació...,2、本条约须经签署国批准。
43519023,eliminacion_score_automatico,score_total: 13.84 (threshold_automatico: 14.63),,2.5,sem:13.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Molts vehicles nous estan equipats amb sistemes de...,很多新车都配上了胎压监测配置了。
43750383,eliminacion_score_automatico,score_total: 4.91 (threshold_automatico: 14.63),,2.5,sem:14.7 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Desenvolupament de materials superconductors,超导材料的发展
44088558,eliminacion_score_automatico,score_total: -3.40 (threshold_automatico: 14.63),,2.5,sem:9.5 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,Esquema de 1 Cròniques 11,历代记上
44796708,eliminacion_score_automatico,score_total: 5.65 (threshold_automatico: 14.63),,2.5,sem:13.5 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Premi del Llibre Infantil Blue Peter,★英国蓝彼得童书奖
45425236,eliminacion_score_automatico,score_total: 7.00 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,Li queden tres anys amb un contracte de sis anys p...,他的合同还剩下3年3640万。
45528952,eliminacion_score_automatico,score_total: 9.42 (threshold_automatico: 14.63),,2.5,sem:13.4 len:6.0 div:15.0 hsk:20.0,num:0.0 maq:10.0 ent:2.0,Capítol 9: Fer que la gent s'alegri de fer allò qu...,第九章让人们乐意去做你所要做的事
46718776,eliminacion_score_automatico,score_total: 12.17 (threshold_automatico: 14.63),,2.5,sem:15.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Els nostres membres Europa Occidental Europa Occid...,我们的成员西欧
47109216,eliminacion_score_automatico,score_total: 14.34 (threshold_automatico: 14.63),,2.5,sem:15.6 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:2.0,Torna a tancar,返回封闭
47155018,eliminacion_score_automatico,score_total: 3.27 (threshold_automatico: 14.63),,2.5,sem:9.6 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:2.0,Idiomes del servei Català,服务语言英语
47240586,eliminacion_score_automatico,score_total: 4.41 (threshold_automatico: 14.63),,2.5,sem:13.0 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Encara no hi ha cap propietat publicada,尚无公布的物业
47250609,eliminacion_score_automatico,score_total: 13.57 (threshold_automatico: 14.63),,2.5,sem:10.2 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Descripció de la zona i indicacions per arribar al...,区域说明和到主要景点的方向。
47326280,eliminacion_score_automatico,score_total: 6.07 (threshold_automatico: 14.63),,2.5,sem:14.9 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Educació al núvol de Boll,博尔云教育
47772409,eliminacion_score_automatico,score_total: 11.67 (threshold_automatico: 14.63),,2.5,sem:13.1 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:8.0,finestra del tren d'alta velocitat,高速动车视窗
47785725,eliminacion_score_automatico,score_total: -9.47 (threshold_automatico: 14.63),,2.5,sem:10.1 len:0.0 div:15.0 hsk:0.0,num:8.0 maq:8.0 ent:2.0,L'arc de Sant Martí de Dior,迪奥的彩虹
48286636,eliminacion_score_automatico,score_total: 5.71 (threshold_automatico: 14.63),,2.5,sem:13.2 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Enviar un comunicat de premsa,提交新闻稿
48928581,eliminacion_score_automatico,score_total: 14.29 (threshold_automatico: 14.63),,2.5,sem:15.5 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:2.0,Imatge de vídeo,视频影像
48960230,eliminacion_score_automatico,score_total: 11.71 (threshold_automatico: 14.63),,2.5,sem:13.2 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:8.0,Mètode de desodorització per polvorització d'alta ...,植物液高压喷雾脱臭法工艺流程图
49085875,eliminacion_score_automatico,score_total: 5.83 (threshold_automatico: 14.63),,2.5,sem:13.6 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Programari de comunicacions informàtiques,IT软件通讯
49142041,eliminacion_score_automatico,score_total: 1.54 (threshold_automatico: 14.63),,2.5,sem:9.3 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:7.0 ent:2.0,Missatge,留言我们Message
49149211,eliminacion_score_automatico,score_total: -7.97 (threshold_automatico: 14.63),,2.5,sem:11.1 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:8.0 ent:2.0,Aspectes destacats del lloc,网站的亮点
49448248,eliminacion_score_automatico,score_total: 6.74 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Els dispositius electrònics d'alta-end depenen ser...,高端电力电子器件进口依赖严重
49460316,eliminacion_score_automatico,score_total: 12.19 (threshold_automatico: 14.63),,2.5,sem:19.0 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:7.0 ent:2.0,Actualitza automàticament la llista de reenviament...,自动更新DNS转发列表
49521729,eliminacion_score_automatico,score_total: 4.73 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Seleccioneu una ubicació per eliminar de les ubica...,选择要从喜爱的天气位置删除的位置
49622302,eliminacion_score_automatico,score_total: 13.74 (threshold_automatico: 14.63),,2.5,sem:13.3 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,"Cinturons i canonades d'adherència sorda,",腰带和管道聋握，
49674595,eliminacion_score_automatico,score_total: 14.06 (threshold_automatico: 14.63),,2.5,sem:15.2 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Equip de salvament i lluita contra incendis,救生和消防设备
49929536,eliminacion_score_automatico,score_total: 11.80 (threshold_automatico: 14.63),,2.5,sem:13.5 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:8.0,Sèrie de llit de metall,铁床系列
50434169,eliminacion_score_automatico,score_total: 12.87 (threshold_automatico: 14.63),,2.5,sem:11.7 len:11.0 div:15.0 hsk:8.0,num:8.0 maq:7.0 ent:2.0,Dones Rondiro d'acer inoxidable Aodely Rosa Dial,女装rondiro不锈钢手镯粉色表盘
50874776,eliminacion_score_automatico,score_total: 4.40 (threshold_automatico: 14.63),,2.5,sem:13.3 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:10.0 ent:2.0,Curs de Màrqueting a Internet,网络营销课程
51011934,eliminacion_score_automatico,score_total: 14.17 (threshold_automatico: 14.63),,2.5,sem:18.9 len:0.0 div:15.0 hsk:20.0,num:10.0 maq:7.0 ent:2.0,La informació de temps d'execució de MSTP mostra q...,MSTP运行信息显示最近10秒活动的设备
51332842,eliminacion_score_automatico,score_total: 11.39 (threshold_automatico: 14.63),,2.5,sem:12.1 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:8.0,Mètodes d'assaig per a pintures,涂料试验方法
51377587,eliminacion_score_automatico,score_total: 5.00 (threshold_automatico: 14.63),,2.5,sem:13.3 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Cabrestant de la indústria,工业绞盘
51668937,eliminacion_score_automatico,score_total: 13.26 (threshold_automatico: 14.63),,2.5,sem:15.0 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Reunions i esdeveniments corporatius,企业会议和奖励
51725237,eliminacion_score_automatico,score_total: 5.98 (threshold_automatico: 14.63),,2.5,sem:14.1 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Comptador d'energia i terminal MÉS,电能表与终端
52073627,eliminacion_score_automatico,score_total: 14.10 (threshold_automatico: 14.63),,2.5,sem:14.5 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Nom: Màquina d'impressió de pantalla plana de serv...,名称：电动式精密全伺服平面网印机
52120653,eliminacion_score_automatico,score_total: -6.80 (threshold_automatico: 14.63),,2.5,sem:8.3 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Resistència Soldadura Solució de problemes de l'ap...,电阻焊故障诊断应用
52246394,eliminacion_score_automatico,score_total: 7.75 (threshold_automatico: 14.63),,2.5,sem:13.3 len:15.0 div:15.0 hsk:0.0,num:0.0 maq:10.0 ent:2.0,Mare 25192,妈妈25024
52249211,eliminacion_score_automatico,score_total: 13.86 (threshold_automatico: 14.63),,2.5,sem:14.7 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Sistema d'emmagatzematge d'energia (bateria),储能系统（电池）
52475132,eliminacion_score_automatico,score_total: -5.20 (threshold_automatico: 14.63),,2.5,sem:13.7 len:0.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Inicia sessió amb Facebook Inicia sessió amb Googl...,用脸书登录与谷歌登录
52610411,eliminacion_score_automatico,score_total: 11.77 (threshold_automatico: 14.63),,2.5,sem:11.2 len:6.0 div:15.0 hsk:0.0,num:8.0 maq:7.0 ent:2.0,"Cervesa de neu, Xina",QingxuanBeer（青轩啤酒），China
52720432,eliminacion_score_automatico,score_total: 4.03 (threshold_automatico: 14.63),,2.5,sem:8.1 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:2.0,Llocs històrics de Sea Breeze Boutique Motel,阳光木屋民宿奥克兰
53093274,eliminacion_score_automatico,score_total: 11.31 (threshold_automatico: 14.63),,2.5,sem:7.2 len:11.0 div:15.0 hsk:0.0,num:8.0 maq:8.0 ent:2.0,Poble a Diamante,迪亚曼特的村庄
53095273,eliminacion_score_automatico,score_total: 3.53 (threshold_automatico: 14.63),,2.5,sem:8.4 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Dona que surt amb San Diego,女约会
53137929,eliminacion_score_automatico,score_total: 11.66 (threshold_automatico: 14.63),,2.5,sem:13.5 len:6.0 div:15.0 hsk:8.0,num:8.0 maq:10.0 ent:8.0,Cònica extrusora de doble cargol,锥形双螺杆挤出机
53258386,eliminacion_score_automatico,score_total: 13.51 (threshold_automatico: 14.63),,2.5,sem:15.9 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Interior de l'església,教堂内部
53417515,eliminacion_score_automatico,score_total: 5.16 (threshold_automatico: 14.63),,2.5,sem:11.4 len:0.0 div:15.0 hsk:15.0,num:8.0 maq:10.0 ent:2.0,Informació sobre l'activitat de la botiga Owl Huai...,猫头鹰淮海店活动信息
53771389,eliminacion_score_automatico,score_total: 14.63 (threshold_automatico: 14.63),,2.5,sem:13.3 len:6.0 div:15.0 hsk:15.0,num:8.0 maq:8.0 ent:2.0,Presoner avorrit a partir d'ara,从现在沉闷的囚犯
54132024,eliminacion_score_automatico,score_total: 6.27 (threshold_automatico: 14.63),,2.5,sem:14.6 len:0.0 div:11.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Home de negocis Empresaris donant-se la mà Gestió ...,商人握手的商人企业街道画蒙太奇商人的抽象图象走在街道上的商人剪影的抽象图象在会议
55020001,eliminacion_score_automatico,score_total: 4.97 (threshold_automatico: 14.63),,2.5,sem:14.9 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:8.0 ent:2.0,Els beneficis d'una visita,参观的好处
55039731,eliminacion_score_automatico,score_total: 12.18 (threshold_automatico: 14.63),,2.5,sem:9.4 len:11.0 div:15.0 hsk:8.0,num:8.0 maq:7.0 ent:2.0,Alemany Strett Hooker folla grans homes a l'aire l...,德国人stretthooker乱搞老钱户外金钱
55058528,eliminacion_score_automatico,score_total: -3.23 (threshold_automatico: 14.63),,2.5,sem:12.1 len:0.0 div:11.0 hsk:15.0,num:0.0 maq:10.0 ent:2.0,Museu Bawati Autoritat de Turisme d'Egipte Autorit...,卡尔奈克声光秀埃及旅游管理局埃及旅游管理局
55140209,eliminacion_score_automatico,score_total: 6.57 (threshold_automatico: 14.63),,2.5,sem:13.6 len:0.0 div:15.0 hsk:20.0,num:8.0 maq:10.0 ent:2.0,Disseny d'envasos bons aliments packaporter,四洲食品包装设计
