linea,tipo,razon,texto_original
64422445,eliminacion_chino,caracteres_no_chinos: {'-'},根据历史记载，有30-40个城堡在1356年10月18日的地震中受到了破坏。
64575921,eliminacion_chino,caracteres_no_chinos: {'.'},邮箱CYPLIVE.Pochta如果用户不使用它超过12个月的服务将被删除；
64614781,eliminacion_chino,caracteres_no_chinos: {'-'},但是，与制药公司不同的是，这些产品的制造商不必证明他们的产品是有效的，只是他们是安全的 - 这只是新的补充。
64926584,eliminacion_chino,caracteres_no_chinos: {'-'},当然，在游戏中，有自己的货币 - 卢布和是doychmarki。
64930754,eliminacion_chino,caracteres_no_chinos: {'.'},寻找办事处地点 kpmg.findOfficeLocations
65002005,eliminacion_chino,caracteres_no_chinos: {'-'},简单的骑手课程：对于Harley-Davidson来说，IBM网络安全血统的舒适性是关键。
65024107,eliminacion_chino,"caracteres_no_chinos: {','}","失业救济金是裁员的代名词，自2009年3月达到665,000人之后，他们已经跌至衰退前的水平。"
65189325,eliminacion_chino,caracteres_no_chinos: {'-'},“我们当然不相信，在未经核实的信息，但有必要检查” - 说基里连科
65326643,eliminacion_chino,caracteres_no_chinos: {'.'},农用化学品暴露， 尤其是在圣华金河谷在加利福尼亚州南部的墨西哥血统的美国妇女， 增加了腹裂的风险.。
65468128,eliminacion_chino,caracteres_no_chinos: {'.'},1.大西洋沿岸居民有权在适合其历史和文化传统的社会组织形式下生活和发展。
65505566,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",图1:USB-C连接器规格比早期的标准更加严格（图片来源：CUI Inc.）。
65586442,eliminacion_chino,"caracteres_no_chinos: {','}","虽然Pro Tools的11用户将高兴地听到，Softube插件现已AAX 64位版本，完全兼容与Pro Tools 11,他们不是唯一的今天得到一个好消息。"
66032635,eliminacion_chino,"caracteres_no_chinos: {'%', '.'}",工程师们改进了高导热透水混凝土的设计——这意味着它可以更快地将热量传递到地面——进一步减少了2.5%到5.2%的热量输出。
66428325,eliminacion_chino,"caracteres_no_chinos: {'.', ','}","E. Leitz New York 出厂的两台徕卡来复枪式（Leica Gun Rifle）摄影套装拍卖价为每台168,000欧元。"
66579483,eliminacion_chino,caracteres_no_chinos: {'・'},答：围绕如何解决半岛核问题，至今国际社会所达成的一个最好的协议，就是2005年达成的9・19共同声明。
66675737,eliminacion_chino,"caracteres_no_chinos: {','}","学生拥有17所不同的学校和学院，大约600个专业,600多个学生组织，每年有350个音乐会和独奏音乐会可供选择。"
66704634,eliminacion_chino,"caracteres_no_chinos: {','}","自2010年凭借之前的Talking Tom 应用程式登陆全球app商店以来，Talking Tom and Friends品牌目前已总共包含14个app,6个不同的角色。"
66974095,eliminacion_chino,"caracteres_no_chinos: {','}","这些数字证实了也门的冲突程度:2,000万人依赖人道主义援助；1,780万人面对粮食不安全的问题；1,640万人无法获得医疗保健。"
67005099,eliminacion_chino,caracteres_no_chinos: {'-'},文化中心LUX - 荷兰最大的艺术电影院 - 还提供戏剧，音乐，辩论和多媒体。
67059211,eliminacion_chino,"caracteres_no_chinos: {','}","全球移动通讯大会也会对巴塞罗那的经济产生重要的影响：本次大会将产生13,000个临时性工作岗位，这对西班牙的高失业率来说是个不错的消息。"
67086780,eliminacion_chino,caracteres_no_chinos: {'.'},对于其他人，唯有慈悲一途，因为我们是慈悲天父的儿女.。
67277638,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",时钟和结构： Esa-Core 64位2.45 GHz
67523840,eliminacion_chino,caracteres_no_chinos: {'-'},（VOVWORLD） - 除了一系列重要自贸协定获得签署所带来的吸引力，地方品牌、基建公司品牌和工业区品牌也是许多外国直接投资企业决定对越投资的重要因素。
67787484,eliminacion_chino,caracteres_no_chinos: {'*'},* 4 与其他事故比较
67979124,eliminacion_chino,caracteres_no_chinos: {'-'},作为一个刚刚学习吃固体食物的小女孩的营养师兼母亲，Kiyah热衷于尝试新鲜的当地农产品 - 其中大部分对她的家庭来说都是新鲜事物 - 还有当地食谱。
68426897,eliminacion_chino,caracteres_no_chinos: {'.'},5. Geometrica以及其他公司的很多已建造超过半个世纪的建筑和组件验证了以上规律。
68594858,eliminacion_chino,"caracteres_no_chinos: {','}","与11月份的会后声明相比，唯一的变化是增加“一些”来描述未来利率变化的轨迹，并表示“法官”加息现在是恰当的,11月的声明是“预期的”（预计）”。"
68712030,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",即使您已离开美国而且在离境时已申报了1040-C表 美国离境外籍人士所得税表 （U.S. Departing Alien Income Tax Return），您仍需申报美国年度所得税表。
68922588,eliminacion_chino,caracteres_no_chinos: {'.'},讨厌也爱你 16.2
68922964,eliminacion_chino,caracteres_no_chinos: {'.'},对于澳大拉西亚学会的大多数课程，学生必须达到最低雅思成绩5.5或同等水平。
69062921,eliminacion_chino,caracteres_no_chinos: {'.'},目前，基础设施投资最多每年3.4万亿美元左右，但需求却接近每年6万亿美元。
69131770,eliminacion_chino,caracteres_no_chinos: {'-'},Su-35配备了多功能雷达，可同时跟踪30个目标。
69832827,eliminacion_chino,caracteres_no_chinos: {'-'},在蒙特利尔岛，沿 Autoroute 25S 朝 L-H-L 隧道行驶。
69847451,eliminacion_chino,caracteres_no_chinos: {'-'},Axereal集团总裁Jean-Francois Loiseau在评论这笔交易时说：“这次收购符合我们的两个战略目标：首先，投资大麦的下游，以提高法国和国际上农民生产的价值，特别是在不断增长的市场上。
70172612,eliminacion_chino,caracteres_no_chinos: {'-'},荧光素酶基于记者的筛选和猎枪蛋白质的结合导致 260 蛋白显著下调响应 miR-122 中的至少一种方法，其中 113 包含预测的 miR-122 目标站点的标识。
70261827,eliminacion_chino,caracteres_no_chinos: {'&'},让我们自由 & 可不可以不勇敢。
70279188,eliminacion_chino,caracteres_no_chinos: {'-'},米格-19M：由米格-19与米格-19S改装的靶机。
70386995,eliminacion_chino,caracteres_no_chinos: {'・'},穆兰多对人类病人的试验在英国继续进行，当时大西洋彼岸的美国兽医莫林・麦克迈克尔（Maureen McMichael）多年用以一直用这种方法治疗动物。
70492261,eliminacion_chino,caracteres_no_chinos: {'-'},最后，基督的救赎是免费的恩赐（罗马书5:15；6:23），只能因着信获得，而不是因为任何我们的行为或功绩（以弗所书2:8-9）。
70743699,eliminacion_chino,"caracteres_no_chinos: {'.', ""'""}",锻造铝合金的二酮银 20'； 9J x 20 ET32.2
70861258,eliminacion_chino,caracteres_no_chinos: {'.'},3、尽管操作系统可能有时更新 Boot.ini 文件，您仍然必须手动更新 ARC 路径。
70891696,eliminacion_chino,caracteres_no_chinos: {'.'},EDGE 常常被称为 2.75G 网路。
70975460,eliminacion_chino,caracteres_no_chinos: {'.'},323. 在2011年期间，经过资格审查中心进行严格的选拔工作，雇佣了640名保安员和看守员。
71076649,eliminacion_chino,caracteres_no_chinos: {'-'},西班牙内战 1936年7月-1939年4月
71302330,eliminacion_chino,caracteres_no_chinos: {'-'},“是的-有些人是这样的，而不是和男人团结在一起对抗共同的敌人，胁迫。
71339090,eliminacion_chino,caracteres_no_chinos: {'.'},研究组的模型预测最有吸引力的未勃起的阴茎长度在12.8厘米至14.2厘米之间。
71555345,eliminacion_chino,caracteres_no_chinos: {'-'},当然，您也可以用 debian-bsd 邮件列表 来进行讨论。
71813592,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",天使小夜曲 - Various Artists.mp3
71950286,eliminacion_chino,caracteres_no_chinos: {'.'},2.如果PCMCIA插槽中的扩展卡暂时不需要用，应立即移除；
71971202,eliminacion_chino,caracteres_no_chinos: {'-'},社会变革不是由个人的想法所产生，但或多或少取决 于社会的演变和造成社会变革的生物-社会的压力。
72125570,eliminacion_chino,caracteres_no_chinos: {'-'},Nivolumab的安全性在入组270例患者的CheckMate-275研究中得到充分评估。
72138694,eliminacion_chino,caracteres_no_chinos: {'.'},版本 16.0.8518.1000 及更高版本会发生此问题。
72211687,eliminacion_chino,caracteres_no_chinos: {'.'},2.覆盖整个停留期的旅游健康保险；
72356178,eliminacion_chino,caracteres_no_chinos: {'.'},9.（甲）记录的年代如何追溯到上帝与亚伯拉罕所立的约生效的时候？（乙）这段时期的头215年是怎样度过的？（丙）亚伯拉罕渡过幼发拉底河前往迦南时多少岁？
72513795,eliminacion_chino,caracteres_no_chinos: {'.'},ASP.NET（发展中）
72707177,eliminacion_chino,"caracteres_no_chinos: {','}","在下雨，导致该地区至少在过去60年来最严重干旱的情况下，他们已经造成索马里饥荒不治人50,000至100,000,其中近一半的人大概五岁以下的儿童。"
72836450,eliminacion_chino,"caracteres_no_chinos: {','}","圣加仑大学（HSG）成立于1898,继续追求为学生提供一个面向实践的教育，通过商业，经济，法律和社会科学的综合概念指导下的目标。"
73074465,eliminacion_chino,caracteres_no_chinos: {'.'},它的目的是让大规模网络自动化可以通过编程扩展，同时仍然支持标准的管理接口和协议（例如NetFlow， sFlow， SPAN， RSPAN， CLI， LACP， 802.1ag）。
73110348,eliminacion_chino,"caracteres_no_chinos: {','}","或只是用它来将资料增量移动到 S3,做为备份或迁移专案的一部分。"
73186627,eliminacion_chino,caracteres_no_chinos: {'.'},6. 人工智能应用应允许数据主体对数据处理及其对个人和社会的相关影响享有有效的控制。
73293526,eliminacion_chino,caracteres_no_chinos: {'.'},M. Bruce Lustig拉比是华盛顿希伯来圣会的大拉比，在超过25年的时间里，他一直都在领导这个组织，他领导过超过2800次家庭聚会，并在当地和国际犹太社区中担任过许多领导职务。
73312262,eliminacion_chino,caracteres_no_chinos: {'-'},事实上，在太空中你的子弹能够永久不停地移动，直到它碰到某个物体 - 如小行星。
73448201,eliminacion_chino,"caracteres_no_chinos: {','}","调查显示,7"
73517598,eliminacion_chino,caracteres_no_chinos: {'.'},8.4 头部外伤
73587583,eliminacion_chino,caracteres_no_chinos: {'-'},当然，在这段期间的卢克-行为多数是犹太人。
73776336,eliminacion_chino,caracteres_no_chinos: {'-'},Aspire E 15还可以使您在工作或上学期间的大部分时间中都保持精力充沛，它配备舒适的键盘，并且可以通过更多和更快的RAM和存储进行升级-减少前期花费，但可以根据需要进行扩展。
73846864,eliminacion_chino,caracteres_no_chinos: {'-'},基于其核心价值，政府物料供应处提供高品质，实践为导向的教育，对学生的支持承诺，并促进哲学根植于学校的座右铭“Serviendo Guberno” - 即执政就是服务。
74032732,eliminacion_chino,"caracteres_no_chinos: {'.', '-', ','}","Erick Green的无私防守让DaniPérez成长为Gipuzkoa控制了冲突，尽管从3号线（14-15,m.8）的场地有一些命中。"
74179938,eliminacion_chino,caracteres_no_chinos: {'.'},8.黄房子的的主人抽Dunhill 香烟。
74376473,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",联合国儿童基金会驻危地马拉的代表阿德里亚诺.冈萨雷斯.丽圭尔洛（Adriano González-Regueral）说一半的危地马拉儿童患有慢性营养不良。
74428406,eliminacion_chino,caracteres_no_chinos: {'-'},IR-4:美国公民境内领养的孤儿。
74534823,eliminacion_chino,caracteres_no_chinos: {'.'},1.8 时间 3
74678775,eliminacion_chino,caracteres_no_chinos: {'\uf06c'}, 思考是世界上最艰苦的工作，这就是为什么很少人从事这项工作的原因。
74685275,eliminacion_chino,"caracteres_no_chinos: {'.', ','}","最轻的1.70磅（或包括Type Cover的2.4磅），它有一个12英寸的屏幕，分辨率为2,736 x 1,824,Windows 10,以及高达16GB RAM的Intel i7处理器选择。"
74819932,eliminacion_chino,caracteres_no_chinos: {'.'},12.我国宪法的结构是怎样的？
74902016,eliminacion_chino,"caracteres_no_chinos: {""'""}",下一页： 'Veep'新闻秘书：Sean Spicer应该“放弃”
75121187,eliminacion_chino,caracteres_no_chinos: {'.'},8. 一半的电脑卖给了从没买过Mac电脑的人。
75504407,eliminacion_chino,"caracteres_no_chinos: {'・', '-', ','}","大学毕业后,1927-1929年雅各布森在保罗・霍尔松 PaulHolsoe 的建筑设计事务所工作，随后他就创建了他自己的设计事务所，开始成为一个的建筑与室内设计师。"
75531441,eliminacion_chino,caracteres_no_chinos: {'.'},截至9月底，Microsoft发布了Windows操作系统的最新版本，包括Windows 8.1。
75577741,eliminacion_chino,caracteres_no_chinos: {'-'},运-9的初始设计工作于2001年就已启动，但制造厂内部的人事和质量控制方面的问题，致使该机的研制中途停顿了几年。
75877781,eliminacion_chino,caracteres_no_chinos: {'.'},594.语言是土著人民文化特征的核心要素。
75983093,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","根据蓝宫的说法，超过60,000名公民在请愿书中被开除，以解雇司法部负责人朴相基（Park Sang-ki），他于1月11日早些时候发表了过早的声明，称政府将实施一项关闭政策。"
76019994,eliminacion_chino,caracteres_no_chinos: {'-'},目前还不清楚BTC-e是否会遭遇更多的逮捕行动。
76266150,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","经过一系列激烈的漂移后，AC米兰队员集体离开梅赛德斯-奔驰G63,而大阪钢巴队员也离开梅赛德斯-奔驰SL400。"
76362048,eliminacion_chino,caracteres_no_chinos: {'.'},P.S：食材为两人份份量。
76640138,eliminacion_chino,caracteres_no_chinos: {'.'},5.Metallica 乐队曾经在南极洲开过一场名为Freeze ‘Em All的演唱会，这也让他们成为了世界上第一支在七大洲都开过演唱会的乐队。
77260640,eliminacion_chino,caracteres_no_chinos: {'-'},除美国的F-35中队，日本、澳大利亚，可能还有新加坡空军都将拥有联合打击战斗机，从而用隐形战机把中国东南翼包围起来。
77308211,eliminacion_chino,caracteres_no_chinos: {'-'},一个反复出现的主题就是，美、日及其他10国正在进行谈判的跨太平洋伙伴关系（Trans-Pacific Partnership）贸易协定的重要性。
77458458,eliminacion_chino,caracteres_no_chinos: {'.'},关于艾默生工业自动化艾默生工业自动化 （www.EmersonIndustrial.com）， 是Emerson 公司所属业务品牌，为众多工业领域提供自动化和发电技术与服务。
77467760,eliminacion_chino,caracteres_no_chinos: {'.'},251. 曾是拥有。
77582639,eliminacion_chino,"caracteres_no_chinos: {','}","在一月时,200多位国际穆斯林领袖发表了《马拉喀什宣言》（Marrakesh Declaration），号召以穆斯林为主体人口的国家保护包括基督徒在内的少数派的宗教信仰自由。"
77629080,eliminacion_chino,caracteres_no_chinos: {'.'},3.你用什么方法来推广和优化你的网站？
77892460,eliminacion_chino,caracteres_no_chinos: {'.'},R.的评论。
77897691,eliminacion_chino,caracteres_no_chinos: {'.'},6. 如何认识人类活动是引起全球气候变化的主要原因？
78212959,eliminacion_chino,caracteres_no_chinos: {'*'},* 预知梦，你在其中梦想未来会发生的事情。
78217442,eliminacion_chino,"caracteres_no_chinos: {','}","如同其它所有 Fluke 手持工具一样,1524 参考测温仪在极端温度和苛刻的振动条件下经过了严格的测试。"
78233652,eliminacion_chino,caracteres_no_chinos: {'.'},使用者也可以从 Skifta 频道直接连到网路相簿如：Facebook、Picasa、Flickr、Photobucket，以及Soma.fm、Napster、ShoutCast、Revision 3...
78338163,eliminacion_chino,"caracteres_no_chinos: {'・', ','}","中新网1月28日电 据中国外交部消息,2005年1月27日，中华人民共和国副主席曾庆红与以秘鲁共和国外长曼努埃尔・罗德里格斯・夸德罗斯大使为首的安第斯共同体外交部长理事会在安共体秘书处举行了会议，回顾..."
78471965,eliminacion_chino,caracteres_no_chinos: {'#'},#27431；盟发言人称，欧盟对戈兰高地主权归属立场未改变，不承认其是以色列领土一部分。
78490310,eliminacion_chino,caracteres_no_chinos: {'.'},以下是该场音乐会的节目单内容： 1.。
78605872,eliminacion_chino,caracteres_no_chinos: {'.'},受现实生活中连环杀手的启发，b.t.K 是丹尼斯 · L. rader 是一个杀人犯，他在逃避警察 30 多年的时间里，对受害者进行了二十多年的折磨和杀害。
78761288,eliminacion_chino,caracteres_no_chinos: {'/'},/作家本质上是个间谍。
78779813,eliminacion_chino,"caracteres_no_chinos: {','}","伊拉克仍然是受恐怖主义影响最严重的国家，有9,929人死亡，是有史以来单一国家记录的最高人数。"
79017504,eliminacion_chino,caracteres_no_chinos: {'.'},按 鲁弗斯. M.琼斯博士指出：“假若基督可能被他后来的信徒看作典型及新方式榜样，还曾有认真的尝试为教会设立他的一生和教义为标准及规范，基督教与它变成了的状况就会有很大差异。
79288369,eliminacion_chino,caracteres_no_chinos: {'/'},应按年龄、性别、地区、城市/农村、社会出身和族裔列出分项资料。
79295425,eliminacion_chino,caracteres_no_chinos: {'.'},9. 请秘书长继续进行关于种族歧视在教育、培训和就业方面对少数群体儿童和移徙工人子女的影响的研究，并应特别就如何采取措施对付此种歧视的影响提出具体建议；
79350403,eliminacion_chino,caracteres_no_chinos: {'.'},5. 保护资料库的建立和分布
79401960,eliminacion_chino,caracteres_no_chinos: {'.'},225. 1995年政府发起了新的缓解贫和创造收入方案，即所谓的脱贫方案。 脱贫方案取代该国现行的一些诸如自力方案、食品券和午餐计划等缓解贫困计划。
79415713,eliminacion_chino,caracteres_no_chinos: {'.'},28. 芬兰认为有必要成立两个机构，并介绍欧洲研究所提出的一些倡议。
79431926,eliminacion_chino,caracteres_no_chinos: {'.'},G. 咨询服务
79444415,eliminacion_chino,"caracteres_no_chinos: {','}","Rigoberto Antonio Mallias Daz,1996年10月为履行他的义务兵役参加Cerrillos空军；同年12月，他被指责没有很好地完成一个军事动作，据报与其他一些军人一道被蒙上双..."
79504266,eliminacion_chino,caracteres_no_chinos: {'.'},6. 安全理事会与大会及联合国其他主要机构的关系
79589210,eliminacion_chino,caracteres_no_chinos: {'.'},2. 最后意见：津巴布韦
79608917,eliminacion_chino,caracteres_no_chinos: {'.'},8. 同次会议上，委员会同意印度代表以工作组主席的身份提出的要求，即下列说明应载入委员会的报告：
79613619,eliminacion_chino,caracteres_no_chinos: {'.'},26. 行政和管理事务部
79821135,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",A. 举行讲习班的任务规定和理由 8 - 14 4
79830293,eliminacion_chino,caracteres_no_chinos: {'.'},41. 为进一步帮助解决缺乏文献和移徙女工孤立的问题，各国制订宣传普及方案势在必行。
79841205,eliminacion_chino,caracteres_no_chinos: {'.'},A. 公谊会世界协商委员会. 10
79890720,eliminacion_chino,caracteres_no_chinos: {'.'},6. 呼吁双方同秘书长充分合作，遵守上文第4和第5段所有目标；
79898754,eliminacion_chino,caracteres_no_chinos: {'.'},D. 电力
79923129,eliminacion_chino,caracteres_no_chinos: {'.'},6. 秘书长报告的第一部分没有提到削减会议次数所代表的经费数额。
79955146,eliminacion_chino,caracteres_no_chinos: {'.'},9.27 本次级方案的目标为：
80005166,eliminacion_chino,"caracteres_no_chinos: {'/', ','}","1999年5月18日凌晨，在统一省/上尼罗西部地区的Adok，粮食计划署在尼罗河盆地执行任务的驳船队遭到武装攻击，造成1人死亡,3人受伤，其中包括粮食计划署的2名工作人员（当地和国际工作人员各1名）。"
80010377,eliminacion_chino,caracteres_no_chinos: {'.'},190. 基于上述人口数字，估计1998年巴勒斯坦劳动力超过了600 000人，其中约400 000人在被占领领土就业。
80104645,eliminacion_chino,caracteres_no_chinos: {'.'},736. 结构调整工作证明，难民署需要将其目标按照优先事项排列，以便使难民署业务活动的开展具有更大的一致性，并确保更好地遵守在总部一级制订的政策、程序和标准。
80105550,eliminacion_chino,caracteres_no_chinos: {'.'},31. 难民署在过去12年中所发展的培训方案的数量和种类给人以深刻的印象。
80137051,eliminacion_chino,caracteres_no_chinos: {'.'},2. Pal先生（印度）强调指出恐怖主义已成为一项国际性的犯罪。
80144076,eliminacion_chino,caracteres_no_chinos: {'.'},5. 单方文书的拟订是违反《联合国宪章》所载国际法原则以进行武力威胁或使用武力而取得；
80161097,eliminacion_chino,caracteres_no_chinos: {'.'},1. 当有一个或一个以上的选任空缺须在同样条件下同时补足时，应由在第一次投票中获得过半数票且得票最多的候选人当选，其人数不得超过应补缺额。
80230148,eliminacion_chino,caracteres_no_chinos: {'.'},6. 敦促国际社会按照有关国际文书，包括与人权有关的国际文书，在区域和国际两级打击以任何形式和表现出现的恐怖主义的斗争中加强合作，以消灭恐怖主义；
80336268,eliminacion_chino,caracteres_no_chinos: {'.'},55. 11月2日星期二下午余下的时间和晚上将留给部长和其他代表团团长作简短的政策发言。
80344422,eliminacion_chino,caracteres_no_chinos: {'*'},* 有城市大气高度污染地区的国家。
80350237,eliminacion_chino,caracteres_no_chinos: {'.'},4. 波兰分成16个行政区。
80389899,eliminacion_chino,caracteres_no_chinos: {'.'},（d） 根据安理会第986（1995）号决议第8（d）段规定，拨出2.065亿美元用作与执行该决议有关的联合国业务和行政开支。
80433635,eliminacion_chino,caracteres_no_chinos: {'.'},713. 鉴于第37段所述的理由，专员小组不处理对利润的索赔。
80462440,eliminacion_chino,"caracteres_no_chinos: {','}","在发达国家，从1979年至1989年,12个国家中有10个制造业利润份额增加，挪威和日本为例外，利润增加最多的是澳大利亚、比利时、瑞典和联合王国（Glyn， 1992）。"
80471317,eliminacion_chino,caracteres_no_chinos: {'.'},21. 各国政府首脑赞扬英联邦部长级行动小组作为《哈拉雷原则》的保管者所发挥的作用。
80472949,eliminacion_chino,caracteres_no_chinos: {'.'},100. 人事管理和支助事务处负责预期、查明和满足外地特派团的文职工作人员需要，并确保其有效部署、管理、行政和离职。
80494515,eliminacion_chino,caracteres_no_chinos: {'.'},E. 关于认捐会议的决定
80613571,eliminacion_chino,caracteres_no_chinos: {'.'},163. 在船只换旗时，接受船只的船旗国必须得到所有必要资料，以防止用换旗作为手段，逃避对适用条例和标准的遵守。
80635383,eliminacion_chino,caracteres_no_chinos: {'.'},26. Ogata女士（联合国难民事务高级专员）说，应最深切地感谢几内亚和坦桑尼亚联合共和国在长时间内收容了大批塞拉利昂和利比里亚的难民。
80638743,eliminacion_chino,caracteres_no_chinos: {'.'},83. 她同另外一些代表团一样对用于聘用顾问的开支表示关注，期待秘书处对提出的问题作出答复。
80691025,eliminacion_chino,caracteres_no_chinos: {'.'},5. 公开会议特别希望向参与拟订划界案的海洋科学专家说明，委员会认为它的《科学和技术准则》在实践中应该如何适用。
80691824,eliminacion_chino,caracteres_no_chinos: {'.'},332. 委员会还对武装冲突、大量的死亡人数、儿童及其家人在国内大规模流离失所，对教育和保健设施的破坏以及对汲水、净水和配水系统、国民经济和农业生产、和通讯设施的破坏造成的直接影响表示关切。 所有这些...
80717066,eliminacion_chino,caracteres_no_chinos: {'.'},288. 许多代表团强调今后应多加注意保护儿童问题。
80724716,eliminacion_chino,caracteres_no_chinos: {'.'},8. 大会请高级别会议的与会者探讨如何加强国际金融体制和使其更为稳定，并且更能面对发展的挑战以及在全球经济中促进经济和社会平等。
80759597,eliminacion_chino,"caracteres_no_chinos: {'.', '/', '-', ','}","然而，在1998-1999年期间，最高法院作出许多裁决：直到调查完毕不得取消诉讼程序（S.C.9/9/98,被拘留者Pedro Enrique Poblete Córdova失踪案；S.C.26/10..."
80878451,eliminacion_chino,caracteres_no_chinos: {'.'},320. 小组在其石油工程顾问的协助下制定了一个全面的技术核实方案，首先评估KPC及其顾问采取的方法，然后证实KPC及其顾问以可接受的方式采用了这种方法。
80883135,eliminacion_chino,caracteres_no_chinos: {'.'},165. 向Idemitsu公司发出的第34条通知指出了其索赔中的一些缺陷，包括没有索赔说明。
80909597,eliminacion_chino,caracteres_no_chinos: {'.'},14. 在许多不同部门都可看到不可持续的用水方法产生的后果，这些多部门影响以及各种活动和部门之间依次产生的相互关联和相互依存关系是明显的。
80917578,eliminacion_chino,caracteres_no_chinos: {'.'},5.20 本次级方案的实质性职责由法律事务厅编纂司执行。
80954873,eliminacion_chino,caracteres_no_chinos: {'-'},前工作组主席哈利马·瓦尔扎齐建议在场的年轻的英国学生帮助卡德卡女士以及看护她的Maiti-Nepal组织负责资助的其她年轻女子。
81103746,eliminacion_chino,caracteres_no_chinos: {'.'},9. 自从禁止购买性服务的新法律于1999年1月1日生效以来，在三个大城市中已知的妓女人数似已减少。
81108274,eliminacion_chino,caracteres_no_chinos: {'.'},23.1 对所需服务的分析、取得和处理
81141586,eliminacion_chino,caracteres_no_chinos: {'.'},27. 政府支出减缓，有一部分是因为通过财政责任法律、减少赤字时间表或货币基金组织协定施加了明确的支出限制。
81192901,eliminacion_chino,caracteres_no_chinos: {'.'},36. 人权委员会第五十八届会议通过的各项决议向工作组提出了要求并提供了指导。
81257855,eliminacion_chino,caracteres_no_chinos: {'.'},厚度为2.5毫米或更大的钽板能够达到200毫米直径的圆。
81342383,eliminacion_chino,caracteres_no_chinos: {'.'},119. 执行委员会为本年度（2002年）批准了8.286亿美元的预算。
81353994,eliminacion_chino,caracteres_no_chinos: {'.'},9. 这些措施削弱被针对国在十分重要的保健和教育领域中现有的实际和潜在能力，这些领域是每项社会福利方案的基本要素。 这本身会推迟其经济基础设施的发展，导致区域社会和经济前景的进一步恶化。
81354164,eliminacion_chino,caracteres_no_chinos: {'.'},21. 第（2）款按草案原样获得通过。
81356016,eliminacion_chino,caracteres_no_chinos: {'.'},99. 因此，公国于2001年10月30日颁布关于执行《制止恐怖主义爆炸事件国际公约》的第15088号《最高敕令》，规定任何人在公国领土上、在悬挂摩纳哥国旗的船只上、或在注册于摩纳哥的航空器上实施公约...
81382827,eliminacion_chino,"caracteres_no_chinos: {'.', '/'}",18. 基于行政协调委员会讨论和联检组报告，建议3确定的每个领域都取得了显著进展，并大多已反映在2001年建设和平行动计划之中。 该计划阐述了协调安排和在各种建设和平设想下总部对外地的支助，重点特别放...
81401608,eliminacion_chino,caracteres_no_chinos: {'.'},但我们不同意见委员会关于根据《任择议定书》，提交人的以下申诉可予受理的决定，即称总统通过国家传媒发表对他不利的指控，侵犯了他根据《公约》第九条第一款享有的权利（见以下第3.1段）。
81563131,eliminacion_chino,caracteres_no_chinos: {'.'},218. 工作组商定，提出计划的时间问题与谁有权制订计划的问题应当分作两款论述。
81566393,eliminacion_chino,caracteres_no_chinos: {'-'},"宪法、立法和体制框架（见第一章， "" 一般性立法和体制框架 ""，第2-14段）"
81590245,eliminacion_chino,caracteres_no_chinos: {'.'},14. 决定在第五十八届会议上继续审议这个问题。
81591434,eliminacion_chino,caracteres_no_chinos: {'.'},39. 请秘书长为设立基金的目的，向大会第五十七届会议提交报告，就基金运作的机制、模式、职权范围、任务规定和管理提出建议，要铭记各会员国、国际组织、私营部门、相关机构、基金会和个人的捐款属自愿性质，而...
81597792,eliminacion_chino,caracteres_no_chinos: {'.'},39. 利用儿童和有关人员提供的投入，制定监测贫穷和弱势群体的境况和进展情况的指标和制度，并将之一直适用到最低的行政级别。
81630804,eliminacion_chino,caracteres_no_chinos: {'-'},- 组织有关妇女权利的信息、教育和宣传活动；
81664021,eliminacion_chino,"caracteres_no_chinos: {'.', ','}","a 上述流动资产余额不包括用于业务准备金的投资（2001年为1.52亿美元,2000年为1.67亿美元）。"
81675960,eliminacion_chino,caracteres_no_chinos: {'.'},第 四 条. 36 9
81719645,eliminacion_chino,caracteres_no_chinos: {'/'},政府也与开发计划署及联合国其他专门机构联合，推出了小型/微型企业计划项目，近年来此项目特别是在储蓄银行、国家计划和财政部及商业、企业发展与投资部内不断发展。
81732326,eliminacion_chino,"caracteres_no_chinos: {'.', '/'}",4. 专家愿感谢他在内罗毕会晤的外交/捐助界的代表，包括埃及、欧洲联盟、意大利、沙特阿拉伯、瑞典和美国代表。
81805139,eliminacion_chino,caracteres_no_chinos: {'-'},- 火器、爆炸物、有毒物品、特别是辐射性材料可能被用于犯下恐怖行为；
81895582,eliminacion_chino,caracteres_no_chinos: {'.'},38. 就贸发会议的分析和研究工作与其能力建设和技术合作业务活动的相互联系而言，已经取得了积极和令人鼓舞的成果。
81900221,eliminacion_chino,caracteres_no_chinos: {'.'},4. 本文件中审查的案例表明，在全球化和自由化的背景下，竞争法和竞争政策正在成为一些发展中国家经济政策中的一个关键因素。
81905082,eliminacion_chino,caracteres_no_chinos: {'.'},2. 专家会议的临时议程载于上文第一节。
